"Story","Title","Result","Date","Stability","Duration (s)"
"Orange HRM - CRUD Employee Data","User delete Orange HRM employee successfully","FAILURE","2022-04-15T17:14:32.294+07:00[Asia/Bangkok]","0.0","26.13"
