"Story","Title","Result","Date","Stability","Duration (s)"
"Orange HRM - CRUD Employee Data","User delete Orange HRM employee successfully","FAILURE","2022-04-15T17:07:40.905+07:00[Asia/Bangkok]","0.0","31.05"
