"Story","Title","Result","Date","Stability","Duration (s)"
"Orange HRM - CRUD Employee Data","User delete Orange HRM employee successfully","FAILURE","2022-04-14T17:59:45.205+07:00[Asia/Bangkok]","0.0","83.27"
