"Story","Title","Result","Date","Stability","Duration (s)"
"Orange HRM - CRUD Employee Data","User delete Orange HRM employee successfully","ERROR","2022-04-15T00:48:55.572+07:00[Asia/Bangkok]","0.0","31.23"
